Name,link,Move 1,Move 2,Move 3,Move 4,Item,Ability,Nature,EVs
Fennekin,https://www.smogon.com/dex/sm/pokemon/fennekin/,Fire Blast,Solar Beam,Psychic,Will-O-Wisp,Power Herb,Magician,Timid,36 HP/36 Def/180 SpA/36 SpD/196 Spe/
Braixen,https://www.smogon.com/dex/sm/pokemon/braixen/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Delphox,https://www.smogon.com/dex/sm/pokemon/delphox/,Fire Blast,Psyshock/Psychic,Grass Knot/Dazzling Gleam,Trick,Choice Scarf,Blaze,Timid,252 SpA/4 SpD/252 Spe/
Froakie,https://www.smogon.com/dex/sm/pokemon/froakie/,Hydro Pump,Ice Beam,U-turn,Hidden Power/Hidden Power,Life Orb,Protean,Naive,30 Atk/30 SpA/30 Spe/
Frogadier,https://www.smogon.com/dex/sm/pokemon/frogadier/,Hydro Pump,Ice Beam,Dark Pulse,Gunk Shot/Hidden Power,Life Orb,Protean,Naive,4 Atk/252 SpA/252 Spe/
Greninja,https://www.smogon.com/dex/sm/pokemon/greninja/,Gunk Shot/Rock Slide,U-turn,Ice Beam,Low Kick/Spikes,Choice Scarf,Protean,Naive,176 Atk/80 SpA/252 Spe/
Greninja-Bond,https://www.smogon.com/dex/sm/pokemon/greninja-bond/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Bunnelby,https://www.smogon.com/dex/sm/pokemon/bunnelby/,Return,Quick Attack,Earthquake,Iron Head,Life Orb,Huge Power,Jolly,4 HP/
Machop,https://www.smogon.com/dex/sm/pokemon/machop/,Dynamic Punch,Knock Off,Poison Jab,Rock Slide,Choice Scarf,No Guard,Jolly,36 HP/196 Atk/36 Def/236 Spe/
Diggersby,https://www.smogon.com/dex/sm/pokemon/diggersby/,Earthquake,Return,Quick Attack,Fire Punch/Spikes,Choice Band,Huge Power,Adamant,252 Atk/4 Def/252 Spe/
Fletchling,https://www.smogon.com/dex/sm/pokemon/fletchling/,Acrobatics,Swords Dance,Flame Charge/U-turn,Hidden Power/Overheat/Substitute,Berry Juice,Gale Wings,Adamant,196 Atk/92 Def/180 Spe/
Fletchinder,https://www.smogon.com/dex/sm/pokemon/fletchinder/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Talonflame,https://www.smogon.com/dex/sm/pokemon/talonflame/,Swords Dance,Brave Bird,Flame Charge/Flare Blitz,Flame Charge/Roost/Taunt,Flyinium Z,Gale Wings,Jolly,252 Atk/4 Def/252 Spe/
Scatterbug,https://www.smogon.com/dex/sm/pokemon/scatterbug/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Spewpa,https://www.smogon.com/dex/sm/pokemon/spewpa/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Vivillon,https://www.smogon.com/dex/sm/pokemon/vivillon/,Quiver Dance,Hurricane,Substitute/Energy Ball,Sleep Powder,Leftovers,Compound Eyes,Timid,252 SpA/4 SpD/252 Spe/
Vivillon-Fancy,https://www.smogon.com/dex/sm/pokemon/vivillon-fancy/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Vivillon-Pokeball,https://www.smogon.com/dex/sm/pokemon/vivillon-pokeball/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Litleo,https://www.smogon.com/dex/sm/pokemon/litleo/,Flare Blitz,Return,Flame Charge,Hidden Power/Wild Charge,Firium Z,Moxie,Jolly,20 HP/196 Atk/52 Def/4 SpD/180 Spe/
Pyroar,https://www.smogon.com/dex/sm/pokemon/pyroar/,Fire Blast,Hyper Voice,Hidden Power/Solar Beam,Taunt,Normalium Z,Unnerve,Timid,252 SpA/4 SpD/252 Spe/
Flabebe,https://www.smogon.com/dex/sm/pokemon/flabebe/,Calm Mind,Psychic,Moonblast,Synthesis,Eviolite,Flower Veil,Bold,164 HP/204 Def/108 SpA/20 Spe/
Machoke,https://www.smogon.com/dex/sm/pokemon/machoke/,Bulk Up,Dynamic Punch,Rest/Knock Off,Rest/Heavy Slam/Earthquake,Eviolite,No Guard,Careful,208 HP/252 SpD/48 Spe/
Floette,https://www.smogon.com/dex/sm/pokemon/floette/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Florges,https://www.smogon.com/dex/sm/pokemon/florges/,Moonblast,Synthesis,Aromatherapy,Wish,Leftovers,Symbiosis,Timid,252 HP/120 Def/136 Spe/
Skiddo,https://www.smogon.com/dex/sm/pokemon/skiddo/,Bulk Up,Horn Leech,Rock Slide,Brick Break/Zen Headbutt,Eviolite,Sap Sipper,Careful,236 Atk/52 Def/220 SpD/
Gogoat,https://www.smogon.com/dex/sm/pokemon/gogoat/,Bulk Up,Horn Leech,Rock Slide/Earthquake,Milk Drink,Leftovers,Sap Sipper,Careful,252 HP/4 Atk/252 SpD/
Pancham,https://www.smogon.com/dex/sm/pokemon/pancham/,Swords Dance,Drain Punch,Knock Off,Zen Headbutt/Gunk Shot,Eviolite,Iron Fist,Adamant,180 Atk/100 Def/212 SpD/12 Spe/
Pangoro,https://www.smogon.com/dex/sm/pokemon/pangoro/,Knock Off,Hammer Arm/Superpower,Drain Punch,Zen Headbutt/Bullet Punch,Choice Band,Iron Fist,Adamant,252 Atk/4 SpD/252 Spe/
Furfrou,https://www.smogon.com/dex/sm/pokemon/furfrou/,Return,U-turn,Surf,Toxic/Sucker Punch,Choice Band,Fur Coat,Jolly,252 Atk/4 Def/252 Spe/
Espurr,https://www.smogon.com/dex/sm/pokemon/espurr/,Thunderbolt,Psychic,Substitute,Hidden Power,Electrium Z,Infiltrator,Timid,0 Atk/30 SpA/30 Spe/
Meowstic-F,https://www.smogon.com/dex/sm/pokemon/meowstic-f/,Psyshock,Signal Beam,Hidden Power,Calm Mind,Colbur Berry,Competitive,Timid,4 Def/252 SpA/252 Spe/
Meowstic-M,https://www.smogon.com/dex/sm/pokemon/meowstic-m/,Reflect,Light Screen,Thunder Wave/Yawn,Psychic,Light Clay,Prankster,Bold,252 HP/252 Def/4 SpD/
Honedge,https://www.smogon.com/dex/sm/pokemon/honedge/,Shadow Sneak,Iron Head,Rock Slide/Sacred Sword,Swords Dance/Pursuit,Berry Juice,No Guard,Adamant,76 HP/116 Atk/116 Def/140 SpD/52 Spe/
Machamp,https://www.smogon.com/dex/sm/pokemon/machamp/,Close Combat,Knock Off,Thunder Punch/Ice Punch,Bullet Punch,Assault Vest,Guts,Adamant,252 HP/200 Atk/56 Spe/
Doublade,https://www.smogon.com/dex/sm/pokemon/doublade/,Swords Dance,Iron Head/Gyro Ball,Sacred Sword/Shadow Claw,Shadow Sneak,Eviolite,No Guard,Adamant,0 Spe/
Aegislash,https://www.smogon.com/dex/sm/pokemon/aegislash/,King's Shield,Toxic,Gyro Ball,Shadow Ball,Leftovers,Stance Change,Sassy,0 Spe/
Spritzee,https://www.smogon.com/dex/sm/pokemon/spritzee/,Nasty Plot,Moonblast,Psychic,Trick Room,Berry Juice,Aroma Veil,Modest,52 HP/116 Def/252 SpA/76 SpD/12 Spe/
Aromatisse,https://www.smogon.com/dex/sm/pokemon/aromatisse/,Trick Room,Nasty Plot,Moonblast,Hidden Power/Psychic,Fairium Z,Aroma Veil,Quiet,0 Atk/0 Spe/
Swirlix,https://www.smogon.com/dex/sm/pokemon/swirlix/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Slurpuff,https://www.smogon.com/dex/sm/pokemon/slurpuff/,Belly Drum,Play Rough,Return,Drain Punch,Sitrus Berry,Unburden,Jolly,4 HP/252 Atk/252 Spe/
Inkay,https://www.smogon.com/dex/sm/pokemon/inkay/,Superpower,Knock Off,Psycho Cut,Switcheroo,Choice Scarf,Contrary,Adamant,12 HP/244 Atk/12 Def/236 Spe/
Malamar,https://www.smogon.com/dex/sm/pokemon/malamar/,Superpower,Knock Off,Rest,Sleep Talk,Leftovers,Contrary,Careful,252 HP/4 Def/252 SpD/
Binacle,https://www.smogon.com/dex/sm/pokemon/binacle/,Shell Smash,Liquidation,Stone Edge,Cross Chop,Eviolite,Tough Claws,Adamant,20 HP/180 Atk/60 Def/148 SpD/36 Spe/
Barbaracle,https://www.smogon.com/dex/sm/pokemon/barbaracle/,Shell Smash,Stone Edge,Liquidation,Earthquake/Grass Knot,Rockium Z,Tough Claws,Jolly,252 Atk/4 SpA/252 Spe/
Bellsprout,https://www.smogon.com/dex/sm/pokemon/bellsprout/,Solar Beam,Sludge Bomb,Weather Ball,Growth/Sleep Powder,Life Orb,Chlorophyll,Timid,76 Def/196 SpA/36 SpD/196 Spe/
Skrelp,https://www.smogon.com/dex/sm/pokemon/skrelp/,Sludge Wave,Hydro Pump,Hidden Power/Hidden Power,Scald/Toxic Spikes,Eviolite,Adaptability,Calm,116 HP/116 Def/200 SpA/36 SpD/40 Spe/
Dragalge,https://www.smogon.com/dex/sm/pokemon/dragalge/,Draco Meteor,Sludge Bomb,Focus Blast,Toxic Spikes,Dragonium Z,Adaptability,Modest,204 HP/252 SpA/52 Spe/
Clauncher,https://www.smogon.com/dex/sm/pokemon/clauncher/,U-turn,Water Pulse,Ice Beam,Hidden Power/Hidden Power,Choice Scarf,Mega Launcher,Modest,20 Def/212 SpA/12 SpD/244 Spe/
Clawitzer,https://www.smogon.com/dex/sm/pokemon/clawitzer/,Substitute,Toxic,Water Pulse,Ice Beam/Dark Pulse,Leftovers,Mega Launcher,Modest,100 HP/252 SpA/156 Spe/
Helioptile,https://www.smogon.com/dex/sm/pokemon/helioptile/,Thunderbolt,Surf,Hidden Power/Glare,U-turn,Life Orb,Dry Skin,Timid,11 HP/
Heliolisk,https://www.smogon.com/dex/sm/pokemon/heliolisk/,Volt Switch,Hyper Voice,Thunderbolt,Surf,Choice Specs,Dry Skin,Timid,4 Def/252 SpA/252 Spe/
Tyrunt,https://www.smogon.com/dex/sm/pokemon/tyrunt/,Dragon Dance,Rock Slide/Stone Edge,Outrage,Superpower/Earthquake,Berry Juice,Sturdy,Jolly,23 HP/
Tyrantrum,https://www.smogon.com/dex/sm/pokemon/tyrantrum/,Rock Polish,Head Smash,Outrage,Earthquake,Rockium Z,Rock Head,Jolly,4 HP/252 Atk/252 Spe/
Amaura,https://www.smogon.com/dex/sm/pokemon/amaura/,Hyper Voice/Blizzard,Earth Power,Thunderbolt,Hyper Beam/Ancient Power,Choice Scarf,Refrigerate,Timid,60 HP/220 SpA/228 Spe/
Aurorus,https://www.smogon.com/dex/sm/pokemon/aurorus/,Stealth Rock,Blizzard,Encore,Earth Power/Rock Tomb,Focus Sash,Snow Warning,Timid,4 Atk/252 SpA/252 Spe/
Squirtle,https://www.smogon.com/dex/sm/pokemon/squirtle/,Rapid Spin,Fake Out,Waterfall,Yawn/Ice Punch/Aqua Jet,Eviolite,Torrent,Impish,84 HP/52 Atk/156 Def/84 SpD/92 Spe/
Weepinbell,https://www.smogon.com/dex/sm/pokemon/weepinbell/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Sylveon,https://www.smogon.com/dex/sm/pokemon/sylveon/,Hyper Voice,Wish,Protect,Heal Bell,Leftovers,Pixilate,Bold,252 HP/252 Def/4 SpA/
Hawlucha,https://www.smogon.com/dex/sm/pokemon/hawlucha/,Acrobatics,Swords Dance,High Jump Kick,Roost,Psychic Seed,Unburden,Adamant,96 HP/252 Atk/36 SpD/124 Spe/
Dedenne,https://www.smogon.com/dex/sm/pokemon/dedenne/,Substitute,Recycle,Thunderbolt,Hidden Power,Petaya Berry,Cheek Pouch,Timid,4 HP/252 SpA/252 Spe/
Carbink,https://www.smogon.com/dex/sm/pokemon/carbink/,Trick Room,Stealth Rock,Magic Coat,Explosion,Mental Herb,Sturdy,Relaxed,248 HP/8 Atk/252 Def/
Goomy,https://www.smogon.com/dex/sm/pokemon/goomy/,Dragon Pulse,Hidden Power/Sludge Wave,Rest,Sleep Talk,Eviolite,Sap Sipper,Bold,76 HP/236 Def/156 SpD/40 Spe/
Sliggoo,https://www.smogon.com/dex/sm/pokemon/sliggoo/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Goodra,https://www.smogon.com/dex/sm/pokemon/goodra/,Draco Meteor,Fire Blast,Thunderbolt,Sludge Wave,Choice Specs,Sap Sipper,Timid,252 SpA/4 SpD/252 Spe/
Klefki,https://www.smogon.com/dex/sm/pokemon/klefki/,Spikes,Thunder Wave,Magnet Rise/Toxic,Play Rough,Leftovers,Prankster,Careful,248 HP/252 SpD/8 Spe/
Phantump,https://www.smogon.com/dex/sm/pokemon/phantump/,Forest's Curse,Shadow Claw,Horn Leech,Poison Jab/Rock Slide,Grassium Z,Frisk,Jolly,12 HP/196 Atk/52 Def/36 SpD/212 Spe/
Trevenant,https://www.smogon.com/dex/sm/pokemon/trevenant/,Wood Hammer,Earthquake,Rock Slide,Trick/Shadow Claw,Choice Band,Natural Cure,Jolly,252 Atk/4 SpD/252 Spe/
Victreebel,https://www.smogon.com/dex/sm/pokemon/victreebel/,Swords Dance,Strength Sap,Power Whip,Poison Jab,Lum Berry,Chlorophyll,Adamant,252 Atk/4 Def/252 Spe/
Pumpkaboo,https://www.smogon.com/dex/sm/pokemon/pumpkaboo/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Pumpkaboo-Large,https://www.smogon.com/dex/sm/pokemon/pumpkaboo-large/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Pumpkaboo-Small,https://www.smogon.com/dex/sm/pokemon/pumpkaboo-small/,Trick-or-Treat,Shadow Ball,Fire Blast,Giga Drain,Ghostium Z,Frisk,Modest,4 HP/36 Def/164 SpA/156 SpD/148 Spe/
Pumpkaboo-Super,https://www.smogon.com/dex/sm/pokemon/pumpkaboo-super/,Bullet Seed/Giga Drain,Synthesis,Will-O-Wisp,Fire Blast/Shadow Sneak,Eviolite,Frisk,Careful,204 HP/36 Def/4 SpA/236 SpD/28 Spe/
Gourgeist,https://www.smogon.com/dex/sm/pokemon/gourgeist/,Trick-or-Treat,Seed Bomb,Phantom Force,Return/Shadow Sneak,Ghostium Z,Frisk,Adamant,96 HP/252 Atk/160 Spe/
Gourgeist-Large,https://www.smogon.com/dex/sm/pokemon/gourgeist-large/,Seed Bomb,Foul Play,Will-O-Wisp,Synthesis,Leftovers,Frisk,Impish,72 HP/252 Def/184 Spe/
Gourgeist-Small,https://www.smogon.com/dex/sm/pokemon/gourgeist-small/,Substitute,Leech Seed,Will-O-Wisp,Phantom Force,Leftovers,Frisk,Jolly,152 HP/132 Def/224 Spe/
Gourgeist-Super,https://www.smogon.com/dex/sm/pokemon/gourgeist-super/,Foul Play,Synthesis,Will-O-Wisp,Seed Bomb/Leech Seed,Leftovers,Frisk,Impish,252 HP/252 Def/4 SpD/
Bergmite,https://www.smogon.com/dex/sm/pokemon/bergmite/,Rapid Spin,Recover,Avalanche,Toxic,Eviolite,Sturdy,Impish,44 Atk/156 Def/236 SpD/52 Spe/
Avalugg,https://www.smogon.com/dex/sm/pokemon/avalugg/,Rapid Spin,Recover,Avalanche,Roar/Toxic,Rocky Helmet,Sturdy,Impish,252 HP/4 Atk/252 Def/
Noibat,https://www.smogon.com/dex/sm/pokemon/noibat/,Draco Meteor,Hurricane,Heat Wave,Tailwind,Life Orb,Infiltrator,Timid,9 HP/
Noivern,https://www.smogon.com/dex/sm/pokemon/noivern/,Hurricane,Draco Meteor,U-turn,Switcheroo,Choice Scarf,Infiltrator,Timid,252 SpA/4 SpD/252 Spe/
Xerneas,https://www.smogon.com/dex/sm/pokemon/xerneas/,Geomancy,Sleep Talk/Ingrain,Rest,Moonblast,Fairium Z,Fairy Aura,Bold,248 HP/252 Def/8 SpD/
Yveltal,https://www.smogon.com/dex/sm/pokemon/yveltal/,Knock Off,Foul Play,U-turn,Toxic/Sucker Punch,Choice Band,Dark Aura,Adamant,252 Atk/4 Def/252 Spe/
Zygarde,https://www.smogon.com/dex/sm/pokemon/zygarde/,Dragon Dance,Thousand Arrows,Thousand Waves,Rest,Leftovers,Power Construct,Adamant,80 HP/220 Atk/208 Def/
Zygarde-10%,https://www.smogon.com/dex/sm/pokemon/zygarde-10%/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Diancie,https://www.smogon.com/dex/sm/pokemon/diancie/,Stealth Rock,Substitute,Endeavor,Moonblast/Diamond Storm,Diancite,Magic Bounce,Timid,240 HP/16 Def/252 Spe/
Tentacool,https://www.smogon.com/dex/sm/pokemon/tentacool/,Hydro Pump,Sludge Bomb,Knock Off,Rapid Spin/Hidden Power,Life Orb,Clear Body,Timid,19 HP/
Hoopa,https://www.smogon.com/dex/sm/pokemon/hoopa/,Shadow Ball,Thunderbolt/Focus Blast,Substitute/Thunderbolt,Nasty Plot,Electrium Z,Magician,Timid,248 SpA/8 SpD/252 Spe/
Hoopa-Unbound,https://www.smogon.com/dex/sm/pokemon/hoopa-unbound/,Dark Pulse,Psyshock,Focus Blast,Thunderbolt/Trick,Choice Specs,Magician,Timid,32 HP/224 SpA/252 Spe/
Volcanion,https://www.smogon.com/dex/sm/pokemon/volcanion/,Steam Eruption,Flamethrower,Toxic,Substitute/Protect,Leftovers,Water Absorb,Modest,248 HP/44 SpA/216 Spe/
Rowlet,https://www.smogon.com/dex/sm/pokemon/rowlet/,Swords Dance,Brave Bird,Leaf Blade,Sucker Punch,Berry Juice,Overgrow,Jolly,236 Atk/36 SpD/180 Spe/
Dartrix,https://www.smogon.com/dex/sm/pokemon/dartrix/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Decidueye,https://www.smogon.com/dex/sm/pokemon/decidueye/,Defog,Leaf Storm,Roost,U-turn,Grassium Z,Overgrow,Timid,252 SpA/4 SpD/252 Spe/
Litten,https://www.smogon.com/dex/sm/pokemon/litten/,U-turn,Flare Blitz,Will-O-Wisp,Fake Out,Berry Juice,Intimidate,Jolly,156 Atk/116 Def/36 SpD/196 Spe/
Torracat,https://www.smogon.com/dex/sm/pokemon/torracat/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Incineroar,https://www.smogon.com/dex/sm/pokemon/incineroar/,Bulk Up,Flame Charge,Power Trip,Drain Punch/Substitute,Weakness Policy,Intimidate,Jolly,252 HP/4 SpD/252 Spe/
Popplio,https://www.smogon.com/dex/sm/pokemon/popplio/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Brionne,https://www.smogon.com/dex/sm/pokemon/brionne/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Tentacruel,https://www.smogon.com/dex/sm/pokemon/tentacruel/,Scald,Rapid Spin,Haze,Knock Off/Toxic Spikes/Sludge Bomb,Icium Z,Clear Body,Timid,252 HP/112 Def/144 Spe/
Primarina,https://www.smogon.com/dex/sm/pokemon/primarina/,Scald,Moonblast,Rest,Sleep Talk,Leftovers,Torrent,Bold,252 HP/252 Def/4 SpD/
Pikipek,https://www.smogon.com/dex/sm/pokemon/pikipek/,Drill Peck/Brave Bird,Bullet Seed,Flame Charge/Brick Break,U-turn/Substitute/Flame Charge,Life Orb,Skill Link,Jolly,10 HP/
Trumbeak,https://www.smogon.com/dex/sm/pokemon/trumbeak/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Toucannon,https://www.smogon.com/dex/sm/pokemon/toucannon/,Brave Bird,Bullet Seed,Knock Off,Brick Break/Overheat/U-turn,Life Orb,Skill Link,Jolly,29 HP/
Yungoos,https://www.smogon.com/dex/sm/pokemon/yungoos/,Return,Fire Fang/Earthquake,U-turn,Fire Fang/Crunch/Pursuit,Choice Scarf,Adaptability,Jolly,196 Atk/36 Def/36 SpD/236 Spe/
Gumshoos,https://www.smogon.com/dex/sm/pokemon/gumshoos/,Return,Earthquake,U-turn,Crunch,Choice Band,Stakeout,Adamant,252 Atk/4 Def/252 Spe/
Gumshoos-Totem,https://www.smogon.com/dex/sm/pokemon/gumshoos-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Grubbin,https://www.smogon.com/dex/sm/pokemon/grubbin/,Electroweb,Volt Switch,X-Scissor,Acrobatics,Eviolite,Swarm,Relaxed,140 HP/20 Atk/156 Def/156 SpD/
Charjabug,https://www.smogon.com/dex/sm/pokemon/charjabug/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Vikavolt,https://www.smogon.com/dex/sm/pokemon/vikavolt/,Bug Buzz,Thunderbolt,Energy Ball,Volt Switch,Choice Specs,Levitate,Modest,104 HP/252 SpA/152 Spe/
Vikavolt-Totem,https://www.smogon.com/dex/sm/pokemon/vikavolt-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Crabrawler,https://www.smogon.com/dex/sm/pokemon/crabrawler/,Close Combat,Crabhammer,Earthquake,Stone Edge,Choice Scarf,Hyper Cutter,Jolly,0 HP/
Geodude,https://www.smogon.com/dex/sm/pokemon/geodude/,Stealth Rock,Rock Blast,Earthquake,Counter/Explosion/Sucker Punch,Berry Juice,Sturdy,Adamant,36 HP/196 Atk/116 Def/36 SpD/116 Spe/
Geodude-Alola,https://www.smogon.com/dex/sm/pokemon/geodude-alola/,Rock Blast,Fire Punch,Superpower,Stealth Rock,Eviolite,Magnet Pull,Adamant,36 HP/116 Atk/116 Def/196 SpD/36 Spe/
Crabominable,https://www.smogon.com/dex/sm/pokemon/crabominable/,Ice Hammer,Close Combat,Earthquake,Thunder Punch,Choice Band,Iron Fist,Brave,0 Spe/
Oricorio,https://www.smogon.com/dex/sm/pokemon/oricorio/,Revelation Dance,Hurricane,Hidden Power/Hidden Power,U-turn,Choice Specs,Dancer,Timid,252 SpA/4 SpD/252 Spe/
Oricorio-Pa'u,https://www.smogon.com/dex/sm/pokemon/oricorio-pa'u/,Calm Mind,Hurricane,Hidden Power/Taunt,Roost,Flyinium Z,Dancer,Timid,252 HP/4 Def/252 Spe/
Oricorio-Pom-Pom,https://www.smogon.com/dex/sm/pokemon/oricorio-pom-pom/,Toxic,Taunt,Roost,Revelation Dance/Hurricane,Leftovers,Dancer,Timid,0 Atk/
Oricorio-Sensu,https://www.smogon.com/dex/sm/pokemon/oricorio-sensu/,Calm Mind,Hurricane,Revelation Dance,Substitute/Roost,Leftovers,Dancer,Timid,4 Def/252 SpA/252 Spe/
Cutiefly,https://www.smogon.com/dex/sm/pokemon/cutiefly/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Ribombee,https://www.smogon.com/dex/sm/pokemon/ribombee/,Quiver Dance,Moonblast,Bug Buzz,Psychic,Fairium Z,Shield Dust,Timid,252 SpA/4 SpD/252 Spe/
Ribombee-Totem,https://www.smogon.com/dex/sm/pokemon/ribombee-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Rockruff,https://www.smogon.com/dex/sm/pokemon/rockruff/,Stone Edge,Stomping Tantrum,Fire Fang/Zen Headbutt,Sucker Punch,Life Orb,Vital Spirit,Jolly,9 HP/
Lycanroc,https://www.smogon.com/dex/sm/pokemon/lycanroc/,Stealth Rock,Stone Edge,Accelerock,Taunt/Toxic/Swords Dance,Lycanium Z,Steadfast,Jolly,252 Atk/4 SpD/252 Spe/
Lycanroc-Dusk,https://www.smogon.com/dex/sm/pokemon/lycanroc-dusk/,Swords Dance,Stone Edge,Drill Run/Fire Fang,Accelerock/Sucker Punch,Lycanium Z,Tough Claws,Jolly,252 Atk/4 Def/252 Spe/
Lycanroc-Midnight,https://www.smogon.com/dex/sm/pokemon/lycanroc-midnight/,Stone Edge,Fire Punch/Stomping Tantrum,Sucker Punch/Crunch,Toxic,Choice Band,No Guard,Adamant,252 Atk/4 SpD/252 Spe/
Wishiwashi,https://www.smogon.com/dex/sm/pokemon/wishiwashi/,Rest,Sleep Talk,Scald,U-turn,Leftovers,Schooling,Sassy,0 Spe/
Mareanie,https://www.smogon.com/dex/sm/pokemon/mareanie/,Recover,Sludge Bomb/Scald,Toxic/Toxic Spikes,Knock Off/Haze,Eviolite,Regenerator,Bold,248 HP/252 Def/8 SpD/
Toxapex,https://www.smogon.com/dex/sm/pokemon/toxapex/,Scald,Haze,Recover,Baneful Bunker/Toxic Spikes/Toxic,Black Sludge,Regenerator,Calm,252 HP/4 Def/252 SpD/
Mudbray,https://www.smogon.com/dex/sm/pokemon/mudbray/,Earthquake,Heavy Slam,Rock Slide,Close Combat,Choice Scarf,Stamina,Jolly,36 HP/196 Atk/36 Def/236 Spe/
Graveler,https://www.smogon.com/dex/sm/pokemon/graveler/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Graveler-Alola,https://www.smogon.com/dex/sm/pokemon/graveler-alola/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Mudsdale,https://www.smogon.com/dex/sm/pokemon/mudsdale/,Earthquake,Heavy Slam,Rock Slide,Toxic/Close Combat,Choice Band,Stamina,Adamant,4 HP/252 Atk/252 Spe/
Dewpider,https://www.smogon.com/dex/sm/pokemon/dewpider/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Araquanid,https://www.smogon.com/dex/sm/pokemon/araquanid/,Substitute,Toxic,Liquidation,Protect/Leech Life,Leftovers,Water Bubble,Adamant,188 HP/252 Atk/68 Spe/
Araquanid-Totem,https://www.smogon.com/dex/sm/pokemon/araquanid-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Fomantis,https://www.smogon.com/dex/sm/pokemon/fomantis/,Leaf Storm,Defog,Synthesis,Hidden Power,Eviolite,Contrary,Bold,116 HP/236 Def/120 SpA/
Lurantis,https://www.smogon.com/dex/sm/pokemon/lurantis/,Defog,Leaf Storm,Toxic/Superpower,Synthesis/Aromatherapy,Leftovers,Contrary,Bold,248 HP/252 Def/8 SpA/
Lurantis-Totem,https://www.smogon.com/dex/sm/pokemon/lurantis-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Morelull,https://www.smogon.com/dex/sm/pokemon/morelull/,Spore,Moonblast,Giga Drain,Strength Sap,Eviolite,Effect Spore,Bold,36 HP/236 Def/76 SpA/156 SpD/
Shiinotic,https://www.smogon.com/dex/sm/pokemon/shiinotic/,Spore,Strength Sap,Leech Seed/Giga Drain,Moonblast,Leftovers,Effect Spore,Bold,252 HP/252 Def/4 SpD/
Salandit,https://www.smogon.com/dex/sm/pokemon/salandit/,Nasty Plot,Sludge Bomb,Fire Blast,Hidden Power,Life Orb,Oblivious,Timid,3 HP/0 Atk/30 SpA/
Salazzle,https://www.smogon.com/dex/sm/pokemon/salazzle/,Fire Blast,Sludge Wave,Hidden Power,Dragon Pulse,Choice Scarf,Corrosion,Timid,4 Def/252 SpA/252 Spe/
Salazzle-Totem,https://www.smogon.com/dex/sm/pokemon/salazzle-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Stufful,https://www.smogon.com/dex/sm/pokemon/stufful/,Swords Dance,Return,Superpower/Brick Break,Earthquake/Ice Punch,Eviolite,Fluffy,Adamant,236 Atk/36 Def/196 SpD/36 Spe/
Golem,https://www.smogon.com/dex/sm/pokemon/golem/,Earthquake,Stone Edge,Sucker Punch,Fire Punch,Choice Band,Sturdy,Adamant,252 Atk/4 Def/252 Spe/
Golem-Alola,https://www.smogon.com/dex/sm/pokemon/golem-alola/,Stone Edge,Fire Punch,Earthquake,Volt Switch,Choice Band,Magnet Pull,Adamant,252 Atk/4 SpA/252 Spe/
Bewear,https://www.smogon.com/dex/sm/pokemon/bewear/,Double-Edge/Return,Superpower,Shadow Claw,Drain Punch,Choice Band,Fluffy,Adamant,252 Atk/4 Def/252 Spe/
Bounsweet,https://www.smogon.com/dex/sm/pokemon/bounsweet/,Rapid Spin,Seed Bomb,Synthesis,Play Rough,Eviolite,Oblivious,Impish,180 HP/36 Atk/132 Def/132 SpD/20 Spe/
