Name,link,Move 1,Move 2,Move 3,Move 4,Item,Ability,Nature,EVs,Formats
Torterra,https://www.smogon.com/dex/sm/pokemon/torterra/,Rock Polish,Swords Dance/Stone Edge,Wood Hammer,Earthquake,Rockium Z,Overgrow,Jolly,252 Atk/4 Def/252 Spe/,ZU/RU/NU/PU/
Jigglypuff,https://www.smogon.com/dex/sm/pokemon/jigglypuff/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Chimchar,https://www.smogon.com/dex/sm/pokemon/chimchar/,Fake Out,Overheat,Hidden Power,Stealth Rock,Focus Sash,Blaze,Hasty,4 HP/56 Atk/4 Def/216 SpA/4 SpD/188 Spe/,LC/
Monferno,https://www.smogon.com/dex/sm/pokemon/monferno/,Stealth Rock,Close Combat,Flare Blitz,U-turn,Eviolite,Blaze,Jolly,252 Atk/4 Def/252 Spe/,ZU/
Infernape,https://www.smogon.com/dex/sm/pokemon/infernape/,Swords Dance,Close Combat,Flare Blitz,Thunder Punch/Mach Punch,Electrium Z,Iron Fist,Jolly,252 Atk/4 Def/252 Spe/,UU/Monotype/Draft/1v1/
Piplup,https://www.smogon.com/dex/sm/pokemon/piplup/,Stealth Rock,Defog,Scald,Ice Beam,Eviolite,Torrent,Bold,92 HP/252 Def/148 SpD/,LC/
Prinplup,https://www.smogon.com/dex/sm/pokemon/prinplup/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Empoleon,https://www.smogon.com/dex/sm/pokemon/empoleon/,Scald,Defog/Stealth Rock,Toxic,Roar/Knock Off/Protect,Leftovers,Torrent,Calm,252 HP/76 Def/180 SpD/,UU/Monotype/1v1/
Starly,https://www.smogon.com/dex/sm/pokemon/starly/,Brave Bird,Double-Edge,U-turn,Hidden Power/Heat Wave,Choice Scarf,Reckless,Naive,36 HP/236 Atk/36 SpA/196 Spe/,LC/
Staravia,https://www.smogon.com/dex/sm/pokemon/staravia/,Brave Bird,U-turn,Defog,Roost,Eviolite,Intimidate,Impish,252 HP/252 Def/4 Spe/,NFE/
Staraptor,https://www.smogon.com/dex/sm/pokemon/staraptor/,Brave Bird,Double-Edge,U-turn,Tailwind/Defog/Final Gambit/Close Combat,Choice Scarf,Reckless,Jolly,252 Atk/4 Def/252 Spe/,OU/Monotype/1v1/
Bidoof,https://www.smogon.com/dex/sm/pokemon/bidoof/,Swords Dance,Return,Quick Attack,Aqua Tail/Crunch,Berry Juice,Simple,Adamant,236 Atk/116 Def/116 SpD/28 Spe/,LC/
Charmander,https://www.smogon.com/dex/sm/pokemon/charmander/,Dragon Dance,Flare Blitz,Brick Break/Hidden Power,Thunder Punch,Life Orb,Blaze,Adamant,21 HP/,LC/
Wigglytuff,https://www.smogon.com/dex/sm/pokemon/wigglytuff/,Stealth Rock,Hyper Voice,Dazzling Gleam,Focus Blast/Fire Blast,Life Orb,Competitive,Timid,4 HP/252 SpA/252 Spe/,PU/
Bibarel,https://www.smogon.com/dex/sm/pokemon/bibarel/,Swords Dance,Return,Quick Attack,Aqua Jet/Liquidation,Silk Scarf,Simple,Adamant,252 Atk/4 Def/252 Spe/,ZU/PU/
Kricketot,https://www.smogon.com/dex/sm/pokemon/kricketot/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Kricketune,https://www.smogon.com/dex/sm/pokemon/kricketune/,Sticky Web,Endeavor,Taunt,Bug Bite,Focus Sash,Technician,Jolly,252 Atk/4 SpD/252 Spe/,PU/
Shinx,https://www.smogon.com/dex/sm/pokemon/shinx/,Volt Switch,Wild Charge,Thief,Ice Fang/Fire Fang,Berry Juice,Intimidate,Adamant,76 HP/76 Atk/244 Def/36 SpA/4 SpD/,LC/
Luxio,https://www.smogon.com/dex/sm/pokemon/luxio/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Luxray,https://www.smogon.com/dex/sm/pokemon/luxray/,Wild Charge,Facade,Superpower,Volt Switch,Flame Orb,Guts,Jolly,252 Atk/4 SpD/252 Spe/,PU/
Budew,https://www.smogon.com/dex/sm/pokemon/budew/,Spikes,Sludge Bomb/Sleep Powder,Giga Drain/Synthesis,Hidden Power/Sludge Bomb/Giga Drain,Eviolite,Natural Cure,Bold,36 HP/236 Def/40 SpA/196 SpD/,LC/
Roserade,https://www.smogon.com/dex/sm/pokemon/roserade/,Spikes,Leaf Storm,Sludge Bomb,Synthesis/Hidden Power,Life Orb,Natural Cure,Timid,252 SpA/4 SpD/252 Spe/,RU/UU/
Cranidos,https://www.smogon.com/dex/sm/pokemon/cranidos/,Rock Slide,Zen Headbutt,Superpower/Fire Punch,Substitute/Crunch,Life Orb,Sheer Force,Jolly,236 Atk/36 Def/212 Spe/,LC/
Rampardos,https://www.smogon.com/dex/sm/pokemon/rampardos/,Rock Slide,Fire Punch,Ice Beam,Substitute/Zen Headbutt,Life Orb,Sheer Force,Naive,252 Atk/4 SpA/252 Spe/,ZU/PU/1v1/
Zubat,https://www.smogon.com/dex/sm/pokemon/zubat/,Brave Bird,U-turn,Defog,Pursuit,Choice Scarf,Inner Focus,Jolly,36 HP/236 Atk/236 Spe/,LC/
Shieldon,https://www.smogon.com/dex/sm/pokemon/shieldon/,Metal Burst,Stealth Rock,Rock Blast,Protect/Endure,Berry Juice,Sturdy,Adamant,116 HP/100 Atk/52 Def/212 SpD/,LC/
Bastiodon,https://www.smogon.com/dex/sm/pokemon/bastiodon/,Stealth Rock,Metal Burst/Rock Slide,Roar/Magic Coat/Metal Burst,Toxic,Leftovers,Sturdy,Careful,252 HP/4 Def/252 SpD/,PU/
Burmy,https://www.smogon.com/dex/sm/pokemon/burmy/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Wormadam,https://www.smogon.com/dex/sm/pokemon/wormadam/,Quiver Dance,Bug Buzz,Giga Drain,Hidden Power,Leftovers,Overcoat,Timid,252 SpA/4 SpD/252 Spe/,PU/
Wormadam-Sandy,https://www.smogon.com/dex/sm/pokemon/wormadam-sandy/,Earthquake,Stealth Rock,Toxic,Protect,Leftovers,Overcoat,Impish,252 HP/4 Atk/252 Def/,PU/
Wormadam-Trash,https://www.smogon.com/dex/sm/pokemon/wormadam-trash/,Stealth Rock,Toxic,Protect,Gyro Ball/Iron Head,Leftovers,Overcoat,Careful,252 HP/4 Def/252 SpD/,PU/
Mothim,https://www.smogon.com/dex/sm/pokemon/mothim/,Bug Buzz,Air Slash,U-turn,Energy Ball,Choice Specs,Tinted Lens,Rash,4 Atk/252 SpA/252 Spe/,PU/
Combee,https://www.smogon.com/dex/sm/pokemon/combee/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Vespiquen,https://www.smogon.com/dex/sm/pokemon/vespiquen/,Substitute,Toxic,Roost,Bug Buzz/Air Slash,Leftovers,Pressure,Bold,248 HP/172 Def/88 Spe/,PU/
Pachirisu,https://www.smogon.com/dex/sm/pokemon/pachirisu/,Nuzzle,Toxic,U-turn,Super Fang,Leftovers,Volt Absorb,Impish,252 HP/252 Def/4 SpD/,PU/
Buizel,https://www.smogon.com/dex/sm/pokemon/buizel/,Blizzard,Scald,Hidden Power,Aqua Jet,Life Orb,Water Veil,Naive,200 SpA/36 SpD/240 Spe/,LC/
Floatzel,https://www.smogon.com/dex/sm/pokemon/floatzel/,Hydro Pump,Ice Beam,Focus Blast,Switcheroo,Choice Specs,Water Veil,Timid,4 Def/252 SpA/252 Spe/,ZU/PU/
Golbat,https://www.smogon.com/dex/sm/pokemon/golbat/,Brave Bird,Toxic,Taunt/Defog,Roost,Eviolite,Infiltrator,Jolly,252 HP/80 SpD/176 Spe/,NU/RU/
Cherubi,https://www.smogon.com/dex/sm/pokemon/cherubi/,Solar Beam,Weather Ball,Sunny Day,Healing Wish,Eviolite,Chlorophyll,Modest,76 Def/180 SpA/236 Spe/,LC/
Cherrim,https://www.smogon.com/dex/sm/pokemon/cherrim/,Sunny Day,Swords Dance,Petal Blizzard,Healing Wish/Return,Firium Z,Flower Gift,Jolly,252 Atk/4 Def/252 Spe/,PU/
Shellos,https://www.smogon.com/dex/sm/pokemon/shellos/,Scald,Recover,Ice Beam/Earth Power,Toxic/Clear Smog,Eviolite,Sticky Hold,Bold,228 HP/132 Def/100 SpD/4 Spe/,LC/
Gastrodon,https://www.smogon.com/dex/sm/pokemon/gastrodon/,Scald,Recover,Toxic,Earthquake,Leftovers,Storm Drain,Sassy,252 HP/108 Def/148 SpD/,PU/OU/UU/RU/Monotype/Doubles/VGC18/
Ambipom,https://www.smogon.com/dex/sm/pokemon/ambipom/,Fake Out,Return,Pursuit/Low Kick,U-turn,Life Orb,Technician,Jolly,252 Atk/4 Def/252 Spe/,NU/1v1/
Drifloon,https://www.smogon.com/dex/sm/pokemon/drifloon/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Drifblim,https://www.smogon.com/dex/sm/pokemon/drifblim/,Substitute,Acrobatics,Knock Off,Explosion/Will-O-Wisp,Sitrus Berry,Unburden,Adamant,12 HP/252 Atk/32 Def/32 SpD/180 Spe/,ZU/PU/VGC17/
Buneary,https://www.smogon.com/dex/sm/pokemon/buneary/,Splash,Return,Drain Punch,Quick Attack/Fire Punch,Normalium Z,Limber,Jolly,228 Atk/4 Def/236 Spe/,LC/
Lopunny,https://www.smogon.com/dex/sm/pokemon/lopunny/,Frustration,High Jump Kick,Power-Up Punch,Encore,Lopunnite,Limber,Jolly,252 Atk/4 SpD/252 Spe/,OU/Uber/PU/Monotype/Battle Spot Singles/VGC19/VGC18/1v1/Draft/
Mismagius,https://www.smogon.com/dex/sm/pokemon/mismagius/,Nasty Plot,Shadow Ball,Power Gem,Taunt/Protect,Ghostium Z,Levitate,Timid,252 SpA/4 SpD/252 Spe/,NU/RU/
Oddish,https://www.smogon.com/dex/sm/pokemon/oddish/,Sleep Powder,Synthesis/Strength Sap,Sludge Bomb,Giga Drain,Eviolite,Chlorophyll,Bold,156 HP/236 Def/76 SpD/36 Spe/,LC/
Honchkrow,https://www.smogon.com/dex/sm/pokemon/honchkrow/,Brave Bird,Sucker Punch,Superpower,Taunt,Darkinium Z,Moxie,Jolly,252 Atk/4 Def/252 Spe/,RU/
Glameow,https://www.smogon.com/dex/sm/pokemon/glameow/,Return,Sucker Punch,Play Rough,Knock Off/Fake Out,Life Orb,Limber,Jolly,1 HP/,LC/
Purugly,https://www.smogon.com/dex/sm/pokemon/purugly/,Fake Out,Return,Sucker Punch/Knock Off,U-turn,Silk Scarf,Defiant,Jolly,252 Atk/4 Def/252 Spe/,ZU/PU/
Chingling,https://www.smogon.com/dex/sm/pokemon/chingling/,Psychic,Recover,Grass Knot,Knock Off/Hidden Power/Hypnosis,Eviolite,Levitate,Bold,156 HP/116 Def/196 SpD/,LC/
Stunky,https://www.smogon.com/dex/sm/pokemon/stunky/,Pursuit,Sucker Punch,Defog,Memento/Fire Blast/Sludge Bomb,Eviolite,Aftermath,Careful,252 Atk/60 Def/188 SpD/4 Spe/,LC/
Skuntank,https://www.smogon.com/dex/sm/pokemon/skuntank/,Defog,Dark Pulse,Sludge Bomb/Acid Spray,Fire Blast/Taunt,Black Sludge,Aftermath,Modest,4 HP/252 SpA/252 Spe/,PU/
Bronzor,https://www.smogon.com/dex/sm/pokemon/bronzor/,Toxic,Psywave,Stealth Rock,Rest,Eviolite,Levitate,Calm,252 HP/4 Def/252 SpD/,ZU/PU/LC/
Bronzong,https://www.smogon.com/dex/sm/pokemon/bronzong/,Stealth Rock,Toxic,Psywave,Earthquake/Gyro Ball/Protect,Leftovers,Levitate,Sassy,252 HP/4 Def/252 SpD/,RU/UU/Doubles/
Bonsly,https://www.smogon.com/dex/sm/pokemon/bonsly/,Stealth Rock,Rock Slide,Stomping Tantrum,Counter/Sucker Punch,Berry Juice,Sturdy,Jolly,36 HP/196 Atk/76 Def/196 Spe/,LC/
Mime Jr.,https://www.smogon.com/dex/sm/pokemon/mime jr./,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Gloom,https://www.smogon.com/dex/sm/pokemon/gloom/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Happiny,https://www.smogon.com/dex/sm/pokemon/happiny/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Chatot,https://www.smogon.com/dex/sm/pokemon/chatot/,Nasty Plot,Boomburst,Encore,Heat Wave,Normalium Z,Tangled Feet,Timid,4 Def/252 SpA/252 Spe/,ZU/PU/
Spiritomb,https://www.smogon.com/dex/sm/pokemon/spiritomb/,Calm Mind,Dark Pulse,Rest,Sleep Talk,Darkinium Z,Pressure,Bold,248 HP/252 Def/8 SpD/,PU/
Gible,https://www.smogon.com/dex/sm/pokemon/gible/,Stealth Rock,Draco Meteor,Earth Power,Fire Blast,Berry Juice,Rough Skin,Bold,52 HP/156 Def/116 SpA/156 SpD/20 Spe/,LC/
Gabite,https://www.smogon.com/dex/sm/pokemon/gabite/,Stealth Rock,Earthquake,Dragon Claw,Toxic/Roar,Eviolite,Rough Skin,Jolly,252 Atk/4 SpD/252 Spe/,NFE/ZU/
Garchomp,https://www.smogon.com/dex/sm/pokemon/garchomp/,Swords Dance,Aqua Tail/Fire Fang/Substitute,Earthquake,Stone Edge,Garchompite,Rough Skin,Jolly,252 Atk/4 SpD/252 Spe/,OU/Monotype/Battle Spot Singles/VGC17/Draft/1v1/
Munchlax,https://www.smogon.com/dex/sm/pokemon/munchlax/,Body Slam/Return,Whirlwind/Earthquake/Curse,Rest,Sleep Talk,Eviolite,Thick Fat,Impish,236 Atk/36 Def/236 SpD/,LC/
Riolu,https://www.smogon.com/dex/sm/pokemon/riolu/,Swords Dance,Copycat,High Jump Kick,Crunch/Zen Headbutt/Iron Tail/Protect,Eviolite,Prankster,Adamant,116 HP/196 Atk/116 Def/36 SpD/36 Spe/,LC/1v1/
Lucario,https://www.smogon.com/dex/sm/pokemon/lucario/,Swords Dance,Meteor Mash,Close Combat,Bullet Punch,Lucarionite,Justified,Adamant,252 Atk/4 SpD/252 Spe/,Uber/UU/Monotype/Battle Spot Singles/VGC19/1v1/
Hippopotas,https://www.smogon.com/dex/sm/pokemon/hippopotas/,Slack Off,Stealth Rock,Earthquake,Rock Tomb/Whirlwind,Eviolite,Sand Stream,Careful,132 HP/20 Atk/132 Def/180 SpD/20 Spe/,LC/ZU/
Vileplume,https://www.smogon.com/dex/sm/pokemon/vileplume/,Giga Drain,Sludge Bomb,Strength Sap,Sleep Powder,Black Sludge,Effect Spore,Bold,252 HP/252 Def/4 SpD/,RU/
Hippowdon,https://www.smogon.com/dex/sm/pokemon/hippowdon/,Stealth Rock,Earthquake,Slack Off,Whirlwind/Toxic,Rocky Helmet,Sand Force,Impish,252 HP/80 Def/176 SpD/,UU/OU/Monotype/Battle Spot Singles/
Skorupi,https://www.smogon.com/dex/sm/pokemon/skorupi/,Toxic Spikes,Taunt,Knock Off,Poison Jab,Eviolite,Battle Armor,Jolly,196 HP/36 Atk/36 Def/236 Spe/,LC/
Drapion,https://www.smogon.com/dex/sm/pokemon/drapion/,Knock Off,Poison Jab,Pursuit,Aqua Tail/Earthquake,Choice Band,Sniper,Jolly,252 Atk/4 SpD/252 Spe/,RU/
Croagunk,https://www.smogon.com/dex/sm/pokemon/croagunk/,Drain Punch,Gunk Shot,Bulk Up/Thief/Knock Off,Bulk Up/Sucker Punch,Eviolite,Dry Skin,Adamant,52 HP/188 Atk/116 Def/116 SpD/36 Spe/,LC/
Toxicroak,https://www.smogon.com/dex/sm/pokemon/toxicroak/,Gunk Shot,Low Kick,Earthquake,Knock Off,Choice Scarf,Dry Skin,Jolly,252 Atk/4 SpD/252 Spe/,RU/UU/
Carnivine,https://www.smogon.com/dex/sm/pokemon/carnivine/,Swords Dance,Power Whip,Knock Off,Sleep Powder,Grassium Z,Levitate,Adamant,188 HP/252 Atk/68 Spe/,PU/
Finneon,https://www.smogon.com/dex/sm/pokemon/finneon/,Defog,Scald,U-turn,Hidden Power,Eviolite,Storm Drain,Bold,44 HP/232 Def/48 SpA/112 SpD/72 Spe/,LC/
Lumineon,https://www.smogon.com/dex/sm/pokemon/lumineon/,Defog,Scald,U-turn,Toxic,Leftovers,Storm Drain,Bold,252 HP/248 Def/8 Spe/,PU/
Mantyke,https://www.smogon.com/dex/sm/pokemon/mantyke/,Rain Dance,Hydro Pump,Air Slash,Hidden Power/Hidden Power,Eviolite,Swift Swim,Modest,9 HP/,LC/
Snover,https://www.smogon.com/dex/sm/pokemon/snover/,Blizzard,Giga Drain,Ice Shard,Hidden Power,Eviolite,Snow Warning,Quiet,36 HP/104 Atk/40 Def/184 SpA/120 SpD/,LC/
Paras,https://www.smogon.com/dex/sm/pokemon/paras/,Spore,Knock Off,Seed Bomb,Leech Life,Eviolite,Dry Skin,Adamant,116 Atk/156 Def/156 SpD/76 Spe/,LC/
Abomasnow,https://www.smogon.com/dex/sm/pokemon/abomasnow/,Swords Dance,Wood Hammer,Ice Shard,Earthquake,Abomasite,Soundproof,Adamant,252 Atk/4 SpD/252 Spe/,NU/PU/RU/Doubles/1v1/
Weavile,https://www.smogon.com/dex/sm/pokemon/weavile/,Icicle Crash,Knock Off,Beat Up/Ice Shard,Beat Up/Pursuit,Choice Band,Pressure,Jolly,252 Atk/4 SpD/252 Spe/,OU/Monotype/Battle Spot Singles/CAP/Draft/Mix and Mega/1v1/
Magnezone,https://www.smogon.com/dex/sm/pokemon/magnezone/,Thunderbolt,Hidden Power,Flash Cannon,Volt Switch,Choice Specs,Magnet Pull,Modest,4 HP/252 SpA/252 Spe/,OU/Monotype/Battle Spot Singles/VGC17/1v1/
Lickilicky,https://www.smogon.com/dex/sm/pokemon/lickilicky/,Wish,Protect,Seismic Toss/Toxic,Seismic Toss/Heal Bell,Leftovers,Oblivious,Calm,248 HP/8 Def/252 SpD/,ZU/PU/
Rhyperior,https://www.smogon.com/dex/sm/pokemon/rhyperior/,Earthquake,Stone Edge,Megahorn,Ice Punch,Choice Band,Solid Rock,Adamant,52 HP/252 Atk/204 Spe/,RU/UU/Monotype/1v1/
Tangrowth,https://www.smogon.com/dex/sm/pokemon/tangrowth/,Giga Drain,Knock Off,Sludge Bomb/Hidden Power,Sludge Bomb/Earthquake,Assault Vest,Regenerator,Sassy,252 HP/12 Def/244 SpD/,OU/
Electivire,https://www.smogon.com/dex/sm/pokemon/electivire/,Thunderbolt/Wild Charge,Flamethrower,Ice Punch,Cross Chop,Expert Belt,Motor Drive,Hasty,252 Atk/4 SpA/252 Spe/,ZU/PU/
Magmortar,https://www.smogon.com/dex/sm/pokemon/magmortar/,Fire Blast,Focus Blast,Thunderbolt,Hidden Power,Choice Specs,Vital Spirit,Modest,252 SpA/4 SpD/252 Spe/,NU/
Togekiss,https://www.smogon.com/dex/sm/pokemon/togekiss/,Air Slash,Thunder Wave,Trick,Roost,Choice Scarf,Serene Grace,Timid,4 Def/252 SpA/252 Spe/,UU/Monotype/1v1/
Yanmega,https://www.smogon.com/dex/sm/pokemon/yanmega/,Protect,Bug Buzz,Air Slash,Giga Drain,Life Orb,Speed Boost,Modest,252 SpA/4 SpD/252 Spe/,RU/Monotype/
Parasect,https://www.smogon.com/dex/sm/pokemon/parasect/,Spore,Leech Life,Knock Off,Synthesis,Leftovers,Dry Skin,Careful,248 HP/8 Def/252 SpD/,PU/
Leafeon,https://www.smogon.com/dex/sm/pokemon/leafeon/,Celebrate,Double-Edge/Swords Dance,Leaf Blade,Knock Off,Normalium Z,Leaf Guard,Jolly,252 Atk/4 SpD/252 Spe/,ZU/PU/
Glaceon,https://www.smogon.com/dex/sm/pokemon/glaceon/,Celebrate,Ice Beam,Shadow Ball,Hidden Power/Hidden Power,Normalium Z,Snow Cloak,Timid,252 SpA/4 SpD/252 Spe/,ZU/PU/
Gliscor,https://www.smogon.com/dex/sm/pokemon/gliscor/,Stealth Rock/Defog,Earthquake,Roost,Knock Off/U-turn/Toxic,Toxic Orb,Poison Heal,Jolly,248 HP/64 Def/60 SpD/136 Spe/,OU/Monotype/Battle Spot Singles/
Mamoswine,https://www.smogon.com/dex/sm/pokemon/mamoswine/,Ice Shard,Earthquake,Icicle Crash,Knock Off,Life Orb,Thick Fat,Jolly,252 Atk/4 SpD/252 Spe/,UU/OU/Monotype/Battle Spot Singles/1v1/
Porygon-Z,https://www.smogon.com/dex/sm/pokemon/porygon-z/,Thunderbolt,Ice Beam,Recover,Conversion,Normalium Z,Adaptability,Timid,4 Def/252 SpA/252 Spe/,OU/Monotype/Battle Spot Singles/1v1/
Gallade,https://www.smogon.com/dex/sm/pokemon/gallade/,Swords Dance,Close Combat,Zen Headbutt,Knock Off,Galladite,Justified,Jolly,252 Atk/4 Def/252 Spe/,OU/NU/Monotype/VGC19/1v1/Draft/
Probopass,https://www.smogon.com/dex/sm/pokemon/probopass/,Stealth Rock,Earth Power/Flash Cannon,Volt Switch,Taunt/Toxic,Leftovers,Magnet Pull,Calm,252 HP/172 SpD/84 Spe/,ZU/PU/
Dusknoir,https://www.smogon.com/dex/sm/pokemon/dusknoir/,Trick Room,Will-O-Wisp,Brick Break,Memento,Darkinium Z,Frisk,Relaxed,252 HP/112 Atk/144 Def/,ZU/PU/
Froslass,https://www.smogon.com/dex/sm/pokemon/froslass/,Spikes,Taunt,Icy Wind,Destiny Bond,Focus Sash,Cursed Body,Timid,4 HP/252 SpA/252 Spe/,UU/
Rotom,https://www.smogon.com/dex/sm/pokemon/rotom/,Thunderbolt,Shadow Ball,Volt Switch,Defog/Trick,Choice Specs,Levitate,Timid,252 SpA/4 SpD/252 Spe/,NU/
Rotom-Fan,https://www.smogon.com/dex/sm/pokemon/rotom-fan/,Volt Switch,Air Slash,Thunderbolt/Will-O-Wisp,Trick,Choice Scarf,Levitate,Timid,4 Def/252 SpA/252 Spe/,ZU/PU/
Rotom-Frost,https://www.smogon.com/dex/sm/pokemon/rotom-frost/,Blizzard,Volt Switch,Thunderbolt,Defog/Trick,Choice Scarf,Levitate,Timid,252 SpA/4 SpD/252 Spe/,PU/Monotype/
Rotom-Heat,https://www.smogon.com/dex/sm/pokemon/rotom-heat/,Overheat,Volt Switch,Toxic,Pain Split,Firium Z,Levitate,Timid,4 Def/252 SpA/252 Spe/,UU/Monotype/Battle Spot Singles/VGC18/1v1/
Rotom-Mow,https://www.smogon.com/dex/sm/pokemon/rotom-mow/,Defog,Leaf Storm,Volt Switch,Will-O-Wisp,Grassium Z,Levitate,Timid,4 Def/252 SpA/252 Spe/,RU/UU/Monotype/1v1/
Rotom-Wash,https://www.smogon.com/dex/sm/pokemon/rotom-wash/,Hydro Pump,Volt Switch,Thunder,Pain Split,Electrium Z,Levitate,Timid,108 HP/184 SpA/216 Spe/,OU/Monotype/Battle Spot Singles/VGC18/Draft/1v1/
Venonat,https://www.smogon.com/dex/sm/pokemon/venonat/,Sleep Powder,Morning Sun,Sludge Bomb,Psychic,Eviolite,Compound Eyes,Bold,36 HP/36 Def/116 SpA/76 SpD/236 Spe/,LC/
Uxie,https://www.smogon.com/dex/sm/pokemon/uxie/,Stealth Rock,Psyshock,Yawn,Memento/U-turn,Colbur Berry,Levitate,Timid,252 HP/40 Def/216 Spe/,RU/OU/UU/
Mesprit,https://www.smogon.com/dex/sm/pokemon/mesprit/,Stealth Rock,Psychic,Thunderbolt/Thunder,Ice Beam/Energy Ball,Electrium Z,Levitate,Timid,252 SpA/4 SpD/252 Spe/,NU/
Azelf,https://www.smogon.com/dex/sm/pokemon/azelf/,Reflect,Light Screen,Taunt,Explosion/U-turn,Light Clay,Levitate,Jolly,252 Def/40 SpD/216 Spe/,UU/
Dialga,https://www.smogon.com/dex/sm/pokemon/dialga/,Stealth Rock,Draco Meteor,Fire Blast,Toxic/Thunder,Shuca Berry,Pressure,Modest,104 HP/252 SpA/152 Spe/,Uber/BH/
Palkia,https://www.smogon.com/dex/sm/pokemon/palkia/,Hydro Pump,Draco Meteor/Spacial Rend,Thunder,Fire Blast/Focus Punch,Life Orb,Pressure,Mild,4 Atk/252 SpA/252 Spe/,Uber/VGC19/
Heatran,https://www.smogon.com/dex/sm/pokemon/heatran/,Magma Storm,Earth Power,Flash Cannon/Solar Beam/Toxic,Toxic/Taunt/Stealth Rock,Steelium Z,Flash Fire,Timid,4 Def/252 SpA/252 Spe/,OU/Monotype/Doubles/Battle Spot Singles/Battle Spot Doubles/VGC18/1v1/
Regigigas,https://www.smogon.com/dex/sm/pokemon/regigigas/,Toxic/Thunder Wave,Knock Off,Return,Substitute/Drain Punch,Leftovers,Slow Start,Adamant,252 HP/252 Atk/4 SpD/,PU/BH/
Giratina,https://www.smogon.com/dex/sm/pokemon/giratina/,Defog,Rest,Toxic,Roar/Will-O-Wisp,Leftovers,Pressure,Relaxed,248 HP/208 Def/52 SpD/,Uber/AG/BH/
Giratina-Origin,https://www.smogon.com/dex/sm/pokemon/giratina-origin/,Defog,Hex,Draco Meteor/Dragon Pulse,Will-O-Wisp/Thunder Wave,Griseous Orb,Levitate,Modest,248 HP/208 SpA/52 SpD/,Uber/
Cresselia,https://www.smogon.com/dex/sm/pokemon/cresselia/,Moonlight,Psyshock,Ice Beam/Moonblast,Toxic,Leftovers,Levitate,Bold,252 HP/112 Def/144 Spe/,RU/OU/UU/Doubles/Battle Spot Singles/Battle Spot Doubles/VGC18/
Phione,https://www.smogon.com/dex/sm/pokemon/phione/,Rain Dance,Heal Bell,Scald,U-turn,Damp Rock,Hydration,Relaxed,0 Spe/,PU/
Venomoth,https://www.smogon.com/dex/sm/pokemon/venomoth/,Quiver Dance,Sleep Powder,Bug Buzz,Sludge Bomb,Buginium Z,Tinted Lens,Timid,252 SpA/4 SpD/252 Spe/,UU/
Manaphy,https://www.smogon.com/dex/sm/pokemon/manaphy/,Tail Glow,Surf,Ice Beam,Psychic,Waterium Z,Hydration,Timid,252 SpA/4 SpD/252 Spe/,OU/Monotype/1v1/
Darkrai,https://www.smogon.com/dex/sm/pokemon/darkrai/,Hypnosis,Nasty Plot,Dark Pulse,Sludge Bomb/Thunder,Life Orb,Bad Dreams,Timid,4 HP/252 SpA/252 Spe/,Uber/
Shaymin,https://www.smogon.com/dex/sm/pokemon/shaymin/,Celebrate,Seed Flare,Air Slash,Earth Power,Normalium Z,Natural Cure,Timid,252 SpA/4 SpD/252 Spe/,RU/UU/
Shaymin-Sky,https://www.smogon.com/dex/sm/pokemon/shaymin-sky/,Seed Flare,Air Slash,Hidden Power/Earth Power,Healing Wish,Metronome,Serene Grace,Timid,4 Def/252 SpA/252 Spe/,Uber/
Arceus,https://www.smogon.com/dex/sm/pokemon/arceus/,Swords Dance,Extreme Speed,Refresh,Shadow Claw,Normalium Z,Multitype,Adamant,132 HP/252 Atk/124 Spe/,Uber/AG/
Arceus-Bug,https://www.smogon.com/dex/sm/pokemon/arceus-bug/,Stealth Rock,Judgment,Recover,Ice Beam/Toxic,Insect Plate,Multitype,Timid,248 HP/16 Def/144 SpA/96 Spe/,Uber/
Arceus-Dark,https://www.smogon.com/dex/sm/pokemon/arceus-dark/,Judgment,Calm Mind,Recover,Refresh,Dread Plate,Multitype,Timid,252 HP/4 SpA/252 Spe/,Uber/AG/
Arceus-Dragon,https://www.smogon.com/dex/sm/pokemon/arceus-dragon/,Defog,Recover,Judgment,Fire Blast/Will-O-Wisp,Draco Plate,Multitype,Timid,252 HP/40 Def/24 SpD/192 Spe/,Uber/
Arceus-Electric,https://www.smogon.com/dex/sm/pokemon/arceus-electric/,Calm Mind,Judgment,Ice Beam,Recover,Zap Plate,Multitype,Timid,252 HP/4 SpA/252 Spe/,Uber/
Arceus-Fighting,https://www.smogon.com/dex/sm/pokemon/arceus-fighting/,Calm Mind,Judgment,Ice Beam/Shadow Ball,Recover,Fist Plate,Multitype,Timid,252 SpA/4 SpD/252 Spe/,Uber/
